0	0
0	0
0.0018167	0
0.0036333	0
0.00545	0
0.0072833	0
0.0091	0
0.010917	0
0.012733	0
0.01455	0
0.016367	0
0.018183	0
0.020017	0
0.021833	0
0.02365	0
0.025483	0
0.027283	0
0.0291	0
0.030917	0
0.03275	0
0.034567	0
0.036383	0
0.0382	0
0.040017	0
0.041833	0
0.043683	0
0.045483	0
0.0473	0
0.049117	0
0.050933	0
0.05275	0
0.054567	0
0.056383	0
0.058217	0
0.060033	0
0.061867	0
0.063667	0
0.065483	0
0.0673	0
0.069117	0
0.07095	0
0.072767	0
0.074583	0
0.0764	0
0.078217	0
0.08005	0
0.08185	0
0.083683	0
0.0855	0
0.087317	100
0.089133	0
0.09095	100
0.092767	0
0.094583	100
0.096417	100
0.09825	0
0.10007	100
0.10187	100
0.10368	100
0.1055	100
0.10732	100
0.10915	100
0.11097	200
0.11278	100
0.1146	100
0.11643	200
0.11823	200
0.12007	100
0.12188	200
0.1237	200
0.12552	100
0.12733	200
0.12915	200
0.13098	200
0.1328	200
0.13463	300
0.13643	200
0.13825	200
0.14007	300
0.14188	200
0.14372	200
0.14553	300
0.14735	300
0.14917	200
0.15098	300
0.15282	300
0.15462	300
0.15645	300
0.15827	200
0.16008	400
0.1619	300
0.16372	300
0.16553	300
0.16737	300
0.16918	400
0.17102	300
0.17282	300
0.17463	400
0.17645	400
0.17827	300
0.1801	400
0.18192	300
0.18373	400
0.18555	400
0.18737	400
0.1892	400
0.191	400
0.19283	400
0.19465	400
0.19647	500
0.19828	400
0.2001	500
0.20192	400
0.20373	400
0.20557	500
0.2074	500
0.2092	400
0.21102	500
0.21285	500
0.21465	400
0.21648	600
0.2183	500
0.22012	500
0.22193	500
0.22375	500
0.22558	600
0.22738	600
0.22922	500
0.23103	600
0.23285	600
0.23467	500
0.23648	600
0.2383	700
0.24012	600
0.24195	600
0.24377	700
0.24558	600
0.2474	600
0.24922	700
0.25103	700
0.25285	600
0.25468	700
0.2565	700
0.25832	700
0.26013	700
0.26197	800
0.26377	700
0.26558	700
0.26742	800
0.26923	800
0.27105	800
0.27287	800
0.27468	800
0.2765	800
0.27832	800
0.28015	800
0.28197	900
0.28378	900
0.2856	800
0.28742	900
0.28923	900
0.29105	900
0.29287	900
0.2947	900
0.29652	900
0.29835	1000
0.30015	1000
0.30197	900
0.30378	1000
0.3056	900
0.30743	1000
0.30925	1000
0.31107	1000
0.31288	1100
0.3147	1000
0.31653	1100
0.31835	1000
0.32017	1100
0.32198	1100
0.3238	1000
0.32563	1100
0.32743	1100
0.32927	1200
0.33108	1100
0.3329	1100
0.33473	1200
0.33653	1100
0.33835	1200
0.34017	1100
0.34198	1200
0.34382	1200
