0.0	  973.4390	0.0000
0.0	  973.4390	0.0000
0.0	  973.4391	0.0000
0.0	  973.4394	0.0000
0.0	  973.4397	0.0000
0.0	  973.4401	0.0000
0.0	  973.4407	0.0000
0.0	  973.4413	0.0000
0.0	  973.4420	0.0000
0.0	  973.4428	0.0000
0.0	  973.4437	0.0000
0.0	  973.4447	0.0000
0.0	  973.4458	0.0000
0.0	  973.4470	0.0000
0.0	  973.4483	0.0000
0.0	  973.4496	0.0000
0.0	  973.4511	0.0000
0.0	  973.4527	0.0000
0.0	  973.4543	0.0000
0.0	  973.4561	0.0000
0.0	  973.4579	0.0000
0.0	  973.4599	0.0000
0.0	  973.4619	0.0000
0.0	  973.4640	0.0000
0.0	  973.4663	0.0000
0.0	  973.4686	0.0000
0.0	  973.4710	0.0000
0.0	  973.4735	0.0000
0.0	  973.4761	0.0000
0.0	  973.4788	0.0000
0.0	  973.4816	0.0000
0.0	  973.4845	0.0000
0.0	  973.4875	0.0000
0.0	  973.4906	0.0000
0.0	  973.4938	0.0000
0.0	  973.4970	0.0000
0.0	  973.5004	0.0000
0.0	  973.5038	0.0000
0.0	  973.5074	0.0000
0.0	  973.5110	0.0000
0.0	  973.5148	0.0000
0.0	  973.5186	0.0000
0.0	  973.5226	0.0000
0.0	  973.5266	0.0000
0.0	  973.5307	0.0000
0.0	  973.5349	0.0000
0.0	  973.5392	0.0000
0.0	  973.5436	0.0000
0.0	  973.5481	0.0000
0.0	  973.5527	0.0000
0.0	  973.5574	0.0000
0.0	  973.5622	0.0000
0.0	  973.5670	0.0000
0.0	  973.5720	0.0000
0.0	  973.5771	0.0000
0.0	  973.5822	0.0000
0.0	  973.5875	0.0000
0.0	  973.5928	0.0000
0.0	  973.5983	0.0000
0.0	  973.6038	0.0000
0.0	  973.6094	0.0000
0.1	  973.6152	0.0000
0.1	  973.6210	0.0000
0.1	  973.6269	0.0000
0.1	  973.6329	0.0000
0.1	  973.6390	0.0000
0.1	  973.6452	0.0000
0.1	  973.6515	0.0000
0.1	  973.6579	0.0000
0.1	  973.6643	0.0000
0.1	  973.6709	0.0000
0.1	  973.6776	0.0000
0.1	  973.6843	0.0000
0.1	  973.6912	0.0000
0.1	  973.6981	0.0000
0.1	  973.7052	0.0000
0.1	  973.7123	0.0000
0.1	  973.7195	0.0000
0.1	  973.7269	0.0000
0.1	  973.7343	0.0000
0.1	  973.7418	0.0000
0.1	  973.7494	0.0000
0.1	  973.7571	0.0000
0.1	  973.7649	0.0000
0.1	  973.7728	0.0000
0.1	  973.7808	0.0000
0.1	  973.7888	0.0000
0.1	  973.7970	0.0000
0.1	  973.8053	0.0000
0.1	  973.8136	0.0000
0.1	  973.8221	0.0000
0.1	  973.8306	0.0000
0.1	  973.8393	0.0000
0.1	  973.8480	0.0000
0.1	  973.8568	0.0000
0.1	  973.8657	0.0000
0.1	  973.8748	0.0000
0.1	  973.8839	0.0000
0.1	  973.8931	0.0000
0.1	  973.9024	0.0000
0.1	  973.9118	0.0000
0.1	  973.9212	0.0000
0.1	  973.9308	0.0000
0.1	  973.9405	0.0000
0.1	  973.9503	0.0000
0.1	  973.9601	0.0000
0.1	  973.9701	0.0000
0.1	  973.9801	0.0000
0.1	  973.9903	0.0000
0.1	  974.0005	0.0000
0.1	  974.0108	0.0000
0.1	  974.0212	0.0000
0.1	  974.0318	0.0000
0.1	  974.0424	0.0000
0.1	  974.0531	0.0000
0.1	  974.0639	0.0000
0.1	  974.0747	0.0000
0.1	  974.0857	0.0000
0.1	  974.0968	0.0000
0.1	  974.1080	0.0000
0.1	  974.1192	0.0000
0.1	  974.1306	0.0000
0.1	  974.1420	0.0000
0.1	  974.1536	0.0000
0.1	  974.1652	0.0000
0.1	  974.1770	0.0000
0.1	  974.1888	0.0000
0.1	  974.2007	0.0000
0.1	  974.2127	0.0000
0.1	  974.2248	0.0000
0.1	  974.2370	0.0000
0.1	  974.2493	0.0000
0.1	  974.2617	0.0000
0.1	  974.2742	0.0000
0.1	  974.2867	0.0000
0.1	  974.2994	0.0000
0.1	  974.3122	0.0000
0.1	  974.3250	0.0000
0.1	  974.3380	0.0000
0.1	  974.3510	0.0000
0.1	  974.3641	0.0000
0.1	  974.3774	0.0000
0.1	  974.3907	0.0000
0.1	  974.4041	0.0000
0.1	  974.4176	0.0000
0.1	  974.4312	0.0000
0.1	  974.4449	0.0000
0.1	  974.4587	0.0000
0.1	  974.4726	0.0000
0.1	  974.4865	0.0000
0.1	  974.5006	0.0000
0.1	  974.5148	0.0000
0.1	  974.5290	0.0000
0.1	  974.5434	0.0000
0.1	  974.5578	0.0000
0.1	  974.5723	0.0000
0.1	  974.5869	0.0000
0.1	  974.6017	0.0000
0.1	  974.6165	0.0000
0.1	  974.6314	0.0000
0.1	  974.6464	0.0000
0.1	  974.6615	0.0000
0.1	  974.6766	0.0000
0.1	  974.6919	0.0000
0.1	  974.7073	0.0000
0.1	  974.7228	0.0000
0.1	  974.7383	0.0000
0.1	  974.7540	0.0000
0.1	  974.7697	0.0000
0.1	  974.7855	0.0000
0.1	  974.8015	0.0000
0.1	  974.8175	0.0000
0.1	  974.8336	0.0000
0.1	  974.8498	0.0000
0.1	  974.8661	0.0000
0.1	  974.8825	0.0000
0.1	  974.8990	0.0000
0.1	  974.9155	0.0000
0.1	  974.9322	0.0000
0.1	  974.9490	0.0000
0.2	  974.9658	0.0000
0.2	  974.9828	0.0000
0.2	  974.9998	0.0000
0.2	  975.0170	0.0000
0.2	  975.0342	0.0000
0.2	  975.0515	0.0000
0.2	  975.0689	0.0000
0.2	  975.0864	0.0000
0.2	  975.1040	0.0000
0.2	  975.1217	0.0000
0.2	  975.1395	0.0000
0.2	  975.1574	0.0000
0.2	  975.1753	0.0000
0.2	  975.1934	0.0000
0.2	  975.2115	0.0000
0.2	  975.2298	0.0000
0.2	  975.2481	0.0000
0.2	  975.2666	0.0000
0.2	  975.2851	0.0000
0.2	  975.3037	0.0000
0.2	  975.3224	0.0000
0.2	  975.3412	0.0000
0.2	  975.3414	0.0000
0.2	  975.3414	0.0000
0.2	  975.3603	0.0000
0.2	  975.3792	0.0000
0.2	  975.3983	0.0000
0.2	  975.4175	0.0000
0.2	  975.4367	0.0000
0.2	  975.4561	0.0000
0.2	  975.4755	0.0000
0.2	  975.4951	0.0000
0.2	  975.5147	0.0000
0.2	  975.5344	0.0000
0.2	  975.5542	0.0000
0.2	  975.5741	0.0000
0.2	  975.5941	0.0000
0.2	  975.6141	0.0000
0.2	  975.6343	0.0000
0.2	  975.6546	0.0000
0.2	  975.6749	0.0000
0.2	  975.6953	0.0000
0.2	  975.7159	0.0000
0.2	  975.7365	0.0000
0.2	  975.7572	0.0000
0.2	  975.7780	0.0000
0.2	  975.7989	0.0000
0.2	  975.8199	0.0000
0.2	  975.8410	0.0000
0.2	  975.8621	0.0000
0.2	  975.8834	0.0000
0.2	  975.9047	0.0000
0.2	  975.9262	0.0000
0.2	  975.9477	0.0000
0.2	  975.9693	0.0000
0.2	  975.9910	0.0000
0.2	  976.0128	0.0000
0.2	  976.0347	0.0000
0.2	  976.0567	0.0000
0.2	  976.0788	0.0000
0.2	  976.1009	0.0000
0.2	  976.1232	0.0000
0.2	  976.1455	0.0000
0.2	  976.1679	0.0000
0.2	  976.1905	0.0000
0.2	  976.2131	0.0000
0.2	  976.2358	0.0000
0.2	  976.2586	0.0000
0.2	  976.2815	0.0000
0.2	  976.3044	0.0000
0.2	  976.3275	0.0000
0.2	  976.3506	0.0000
0.2	  976.3739	0.0000
0.2	  976.3972	0.0000
0.2	  976.4206	0.0000
0.2	  976.4441	0.0000
0.2	  976.4677	0.0000
0.2	  976.4914	0.0000
0.2	  976.5152	0.0000
0.2	  976.5154	0.0000
0.2	  976.5154	0.0000
0.2	  976.5392	0.0000
0.2	  976.5632	0.0000
0.2	  976.5872	0.0000
0.2	  976.6113	0.0000
0.2	  976.6355	0.0000
0.2	  976.6598	0.0000
0.2	  976.6842	0.0000
0.2	  976.6844	0.0000
0.2	  976.6844	0.0000
0.2	  976.7089	0.0000
0.2	  976.7335	0.0000
0.2	  976.7581	0.0000
0.2	  976.7829	0.0000
0.2	  976.8077	0.0000
0.2	  976.8326	0.0000
0.2	  976.8576	0.0000
0.2	  976.8578	0.0000
0.2	  976.8578	0.0000
0.2	  976.8829	0.0000
0.2	  976.9081	0.0000
0.2	  976.9334	0.0000
0.2	  976.9588	0.0000
0.2	  976.9842	0.0000
0.2	  977.0098	0.0000
0.2	  977.0354	0.0000
0.2	  977.0611	0.0000
0.2	  977.0869	0.0000
0.2	  977.1128	0.0000
0.2	  977.1388	0.0000
0.2	  977.1649	0.0000
0.2	  977.1911	0.0000
0.2	  977.2173	0.0000
0.2	  977.2437	0.0000
0.2	  977.2701	0.0000
0.2	  977.2966	0.0000
0.2	  977.3232	0.0000
0.2	  977.3499	0.0000
0.2	  977.3767	0.0000
0.2	  977.4036	0.0000
0.2	  977.4305	0.0000
0.2	  977.4576	0.0000
0.2	  977.4847	0.0000
0.2	  977.5119	0.0000
0.2	  977.5392	0.0000
0.3	  977.5666	0.0000
0.3	  977.5941	0.0000
0.3	  977.6217	0.0000
0.3	  977.6494	0.0000
0.3	  977.6771	0.0000
0.3	  977.7049	0.0000
0.3	  977.7329	0.0000
0.3	  977.7609	0.0000
0.3	  977.7890	0.0000
0.3	  977.8172	0.0000
0.3	  977.8455	0.0000
0.3	  977.8738	0.0000
0.3	  977.9023	0.0000
0.3	  977.9308	0.0000
0.3	  977.9595	0.0000
0.3	  977.9882	0.0000
0.3	  978.0170	0.0000
0.3	  978.0459	0.0000
0.3	  978.0749	0.0000
0.3	  978.1039	0.0000
0.3	  978.1331	0.0000
0.3	  978.1623	0.0000
0.3	  978.1917	0.0000
0.3	  978.2211	0.0000
0.3	  978.2506	0.0000
0.3	  978.2802	0.0000
0.3	  978.3099	0.0000
0.3	  978.3396	0.0000
0.3	  978.3695	0.0000
0.3	  978.3994	0.0000
0.3	  978.4295	0.0000
0.3	  978.4596	0.0000
0.3	  978.4898	0.0000
0.3	  978.5201	0.0000
0.3	  978.5505	0.0000
0.3	  978.5809	0.0000
0.3	  978.6115	0.0000
0.3	  978.6421	0.0000
0.3	  978.6729	0.0000
0.3	  978.7037	0.0000
0.3	  978.7346	0.0000
0.3	  978.7656	0.0000
0.3	  978.7966	0.0000
0.3	  978.8278	0.0000
0.3	  978.8590	0.0000
0.3	  978.8904	0.0000
0.3	  978.9218	0.0000
0.3	  978.9533	0.0000
